Name,Artist,Album,Duration,Explicit,Popularity,Key,Mode,Time Signature,Acousticness,Danceability,Energy,Instrumentalness,Liveness,Loudness,Speechiness,Valence,Tempo,Playlist
La Despedida,Daddy Yankee,Mundial (Deluxe Version),202826,False,68,2.0,0.0,4.0,0.0866,0.746,0.993,0.0548,0.0689,-2.134,0.0499,0.972,122.046,Reggaeton
Solo de Mi,Bad Bunny,Solo de Mi,197967,True,71,10.0,0.0,4.0,0.287,0.743,0.73,8.1e-05,0.0778,-4.314,0.125,0.15,179.972,Reggaeton
Fácil,Jesse Baez,Fácil,168093,True,51,1.0,0.0,4.0,0.311,0.58,0.6779999999999999,0.0,0.255,-7.001,0.16399999999999998,0.344,135.546,Reggaeton
Aeiou,Juacko,Aeiou,159714,True,32,1.0,1.0,4.0,0.0208,0.867,0.653,0.468,0.067,-11.287,0.0783,0.425,123.975,Reggaeton
Calma - Remix,Pedro Capó,Calma (Remix),238200,False,79,11.0,0.0,4.0,0.32299999999999995,0.826,0.773,0.0,0.14300000000000002,-4.218,0.0524,0.7609999999999999,126.899,Reggaeton
Secreto,Anuel AA,Secreto,258800,False,75,11.0,1.0,4.0,0.602,0.807,0.8029999999999999,0.00853,0.136,-4.1560000000000015,0.126,0.706,91.987,Reggaeton
Baila Baila Baila,Ozuna,Baila Baila Baila,158400,False,10,11.0,0.0,4.0,0.0361,0.816,0.754,0.0,0.217,-2.75,0.111,0.5329999999999999,99.966,Reggaeton
Mi Reina,Henry Mendez,Dale Mambo,191245,False,54,2.0,1.0,4.0,0.0501,0.8109999999999999,0.93,0.0,0.282,-4.677,0.0473,0.961,127.932,Reggaeton
Noche de Estrellas,José de Rico,Noche de Estrellas,201000,False,55,11.0,1.0,4.0,0.189,0.732,0.912,0.0,0.375,-4.144,0.0602,0.893,128.006,Reggaeton
Ni Gucci Ni Prada,Kenny Man,Ni Gucci Ni Prada,175200,False,66,2.0,1.0,4.0,0.41,0.799,0.6759999999999999,0.0007769999999999999,0.325,-5.644,0.16899999999999998,0.91,104.956,Reggaeton
Conejita,Atomic Otro Way,Conejita,177423,True,0,4.0,1.0,4.0,0.242,0.8909999999999999,0.847,0.00495,0.0919,-4.833,0.154,0.7509999999999999,115.004,Reggaeton
T-rex,Manu Cort,T-rex,189908,True,3,4.0,0.0,4.0,0.0293,0.804,0.738,0.0,0.123,-5.3610000000000015,0.229,0.233,101.002,Reggaeton
Ta To Gucci (Remix),Cauty,Cauty VS Young Cauty,304859,True,65,1.0,0.0,4.0,0.383,0.73,0.648,0.000112,0.103,-6.405,0.378,0.675,187.991,Reggaeton
Contando Lunares (feat. Cruz Cafuné),Don Patricio,La Dura Vida del Joven Rapero,219666,True,1,4.0,0.0,4.0,0.444,0.856,0.523,0.0,0.0537,-10.481,0.131,0.7090000000000001,105.935,Reggaeton
París,DELLAFUENTE,París,192894,False,59,9.0,0.0,4.0,0.155,0.894,0.6459999999999999,0.0,0.11,-6.417000000000002,0.0893,0.539,113.998,Reggaeton
Pa' Llamar Tu Atención (feat. MC Bin Laden),C. Tangana,Pa' Llamar Tu Atención (feat. MC Bin Laden),177613,False,65,5.0,0.0,4.0,0.188,0.884,0.738,0.0,0.0812,-3.265,0.0837,0.6779999999999999,131.91,Reggaeton
NI BIEN NI MAL,Bad Bunny,X 100PRE,236215,True,76,5.0,0.0,4.0,0.556,0.826,0.449,1.85e-05,0.273,-8.33,0.0674,0.337,128.028,Reggaeton
Mujer Bruja,Lola Indigo,Mujer Bruja,203773,False,55,10.0,0.0,4.0,0.0946,0.773,0.917,0.000109,0.0885,-2.166,0.0629,0.763,105.966,Reggaeton
Enchochado de Ti,Don Patricio,La Dura Vida del Joven Rapero,213373,True,0,7.0,1.0,4.0,0.402,0.556,0.508,0.00533,0.165,-6.564,0.35200000000000004,0.53,180.071,Reggaeton
Malito,Sticky M.A.,Malito,168000,False,44,2.0,1.0,4.0,0.073,0.72,0.505,0.0,0.118,-9.243,0.0943,0.397,79.96300000000002,Reggaeton
Es un Secreto,Plan B,House of Pleasure,192120,False,58,6.0,0.0,4.0,0.117,0.841,0.774,2.66e-06,0.0674,-4.963,0.0421,0.494,95.006,Reggaeton
No Me Preocupa,Rels B,No Me Preocupa,197373,True,0,1.0,1.0,4.0,0.32,0.892,0.472,0.0,0.0867,-6.29,0.0753,0.605,153.032,Reggaeton
Con Calma,Daddy Yankee,Con Calma,193226,False,80,8.0,0.0,4.0,0.11,0.737,0.86,1.94e-06,0.0574,-2.652,0.0593,0.6559999999999999,93.989,Reggaeton
Se Vuelve Loca,Juan Magán,Se Vuelve Loca,186773,True,36,6.0,1.0,4.0,0.0401,0.715,0.634,1.25e-06,0.0853,-7.737,0.0341,0.63,126.023,Reggaeton
Moviendo Caderas (feat. Daddy Yankee),Yandel,De Líder a Leyenda,199026,False,64,0.0,1.0,4.0,0.00105,0.687,0.907,0.000149,0.26,-5.917000000000002,0.0341,0.6609999999999999,127.971,Reggaeton
Noche De Sexo,Wisin & Yandel,Pa'l Mundo,205706,False,69,2.0,1.0,4.0,0.108,0.6859999999999999,0.722,0.0,0.494,-5.4,0.256,0.515,94.006,Reggaeton
Pasado pisado,Comando Tiburon,Ya tu sabes quienes son,197773,False,0,8.0,1.0,4.0,0.118,0.5710000000000001,0.823,6.55e-05,0.0416,-5.874,0.193,0.913,128.975,Reggaeton
Ganas Sobran,Bryant Myers,Cambio de Clima,237920,False,63,9.0,1.0,4.0,0.369,0.8029999999999999,0.597,0.0,0.0998,-4.144,0.127,0.688,85.056,Reggaeton
#Idiota,Juan Magán,#Idiota,183923,True,44,5.0,1.0,4.0,0.0384,0.7040000000000001,0.69,0.00016,0.133,-4.444,0.0283,0.522,101.988,Reggaeton
Donde Estan Las Gatas (feat. Nicky Jam),Daddy Yankee,Alex Gargolas Greatest Hits,170005,False,9,7.0,0.0,4.0,0.194,0.836,0.961,0.0,0.07400000000000001,-2.679,0.0635,0.76,109.957,Reggaeton
Swing (Bonus Track),Danny Ocean,Swing,155058,False,0,8.0,1.0,4.0,0.458,0.7290000000000001,0.616,0.0,0.08199999999999999,-6.4220000000000015,0.249,0.532,106.486,Reggaeton
Disfruto - Remix,Audioiko,Disfruto (Remix),230000,False,2,1.0,0.0,4.0,0.0734,0.79,0.82,0.0035,0.3,-5.322,0.117,0.13699999999999998,114.025,Reggaeton
Bambino,Recycled J,Bambino,156000,False,52,4.0,1.0,4.0,0.35700000000000004,0.667,0.772,0.0,0.0763,-6.193,0.298,0.294,179.918,Reggaeton
Los Tenis en Casa,Don Patricio,El Regueton Está Pa Allá,234666,True,0,0.0,1.0,4.0,0.305,0.575,0.772,0.0,0.0731,-9.756,0.285,0.863,179.62,Reggaeton
Autoestima,Cupido,Préstame Un Sentimiento,178390,False,50,5.0,0.0,4.0,0.785,0.79,0.453,0.0,0.0996,-10.816,0.0992,0.591,148.139,Reggaeton
Te invito a beber,Air Magno,Sin Rumbo,224000,False,29,1.0,1.0,4.0,0.28300000000000003,0.691,0.845,0.0,0.0805,-5.8210000000000015,0.0511,0.7959999999999999,90.006,Reggaeton
Contra La Pared,Dj Valdis,Contra La Pared,206096,False,1,9.0,1.0,4.0,0.00507,0.826,0.6990000000000001,4.620000000000001e-05,0.0331,-6.261,0.0688,0.802,119.98,Reggaeton
La Playa,Myke Towers,La Playa,207731,True,67,10.0,0.0,4.0,0.108,0.7959999999999999,0.6829999999999999,0.0,0.107,-2.754,0.15,0.353,140.108,Reggaeton
La Romana,Bad Bunny,X 100PRE,300579,True,73,0.0,1.0,4.0,0.0327,0.655,0.725,0.00264,0.0611,-5.497000000000001,0.188,0.326,125.8,Reggaeton
Soltera,Lunay,Soltera,213913,False,60,5.0,1.0,4.0,0.446,0.778,0.731,0.0,0.251,-4.325,0.0399,0.8540000000000001,91.991,Reggaeton
Soltera - Remix,Lunay,Soltera (Remix),266086,False,77,5.0,1.0,4.0,0.361,0.795,0.7829999999999999,0.0,0.4370000000000001,-4.271,0.0432,0.799,92.01,Reggaeton
Otro Trago,Sech,Sueños,225933,True,76,0.0,1.0,4.0,0.136,0.746,0.7,0.00015900000000000002,0.11,-4.669,0.341,0.619,176.044,Reggaeton
Tal Vez,Paulo Londra,Homerun,263899,False,74,8.0,1.0,4.0,0.25,0.855,0.649,0.0,0.0801,-2.443,0.151,0.741,161.986,Reggaeton
Contra La Pared,Sean Paul,Contra La Pared,224680,False,72,2.0,1.0,4.0,0.0156,0.828,0.588,0.0,0.124,-7.14,0.118,0.598,94.052,Reggaeton
Con Altura,ROSALÍA,Con Altura,161626,False,78,6.0,1.0,4.0,0.39,0.882,0.6890000000000001,0.00325,0.0501,-4.027,0.124,0.746,97.963,Reggaeton
Verte Ir,DJ Luian,Verte Ir,267500,False,74,11.0,0.0,4.0,0.391,0.857,0.647,1.2e-06,0.0842,-4.152,0.0984,0.5529999999999999,95.982,Reggaeton
Cristina (feat. Shelow Shaq),Maffio,Cristina (feat. Shelow Shaq),186893,False,66,1.0,1.0,4.0,0.183,0.861,0.599,0.0,0.0921,-4.205,0.246,0.8690000000000001,102.119,Reggaeton
200 Mph,Bad Bunny,X 100PRE,170509,True,70,8.0,1.0,4.0,0.0139,0.85,0.5,0.000384,0.0947,-6.707999999999998,0.0665,0.816,160.02,Reggaeton
Si Se Da,Myke Towers,Si Se Da,237013,True,69,11.0,0.0,4.0,0.374,0.83,0.71,0.0,0.0877,-5.523,0.326,0.703,93.977,Reggaeton
Ontas?,C. Tangana,Ontas?,197441,False,54,10.0,0.0,4.0,0.182,0.711,0.804,0.0,0.0973,-3.606,0.0543,0.88,172.00099999999995,Reggaeton
Callaita,Bad Bunny,Callaita,250533,True,82,2.0,1.0,4.0,0.6,0.61,0.624,2.12e-06,0.243,-4.773,0.309,0.244,176.169,Reggaeton
Ellos,Ceky Viciny,Ellos,175081,False,0,5.0,0.0,4.0,0.124,0.754,0.939,0.00281,0.293,-1.953,0.0387,0.853,122.006,Reggaeton
Tumbala,Chimbala,Tumbala,186240,False,0,6.0,0.0,4.0,0.297,0.883,0.83,0.000105,0.405,-1.882,0.0591,0.7959999999999999,125.058,Reggaeton
Te Soñé De Nuevo,Ozuna,Te Soñé De Nuevo,199812,False,3,7.0,0.0,4.0,0.0533,0.772,0.6829999999999999,0.0,0.0936,-2.867,0.107,0.773,168.04,Reggaeton
Cambio,Ozuna,Cambio,370491,False,63,11.0,0.0,4.0,0.274,0.5479999999999999,0.542,0.0,0.0967,-6.839,0.139,0.649,174.043,Reggaeton
Mirándote,Rvfv,Mirándote,135914,True,0,0.0,1.0,4.0,0.236,0.6890000000000001,0.7390000000000001,0.000147,0.111,-5.566,0.112,0.473,106.447,Reggaeton
Baila Conmigo (feat. Kelly Ruiz),Dayvi,Baila Conmigo (feat. Kelly Ruiz),189817,False,77,7.0,1.0,4.0,0.00903,0.745,0.972,0.465,0.297,-3.506,0.0774,0.556,128.031,Reggaeton
Diavla,Chris Viz,Diavla,265940,True,2,5.0,1.0,4.0,0.175,0.84,0.617,1.8100000000000006e-05,0.202,-5.2,0.0698,0.659,100.001,Reggaeton
Homerun (Intro),Paulo Londra,Homerun,149504,False,64,5.0,1.0,4.0,0.669,0.8220000000000001,0.264,0.0,0.0972,-9.37,0.0593,0.672,135.11700000000002,Reggaeton
Serpiente Veneno (feat. Ele A El Dominio),Kidd Keo,Serpiente Veneno (feat. Ele A El Dominio),268437,False,62,1.0,1.0,4.0,0.108,0.918,0.527,8.62e-05,0.0549,-6.733,0.276,0.5529999999999999,99.973,Reggaeton
Dile,Don Omar,The Last Don,204600,False,74,4.0,0.0,4.0,0.184,0.8170000000000001,0.7140000000000001,0.000132,0.042,-7.501,0.141,0.7140000000000001,94.001,Reggaeton
Yo Te Esperaré,Cali Y El Dandee,3 A.M.,232253,False,69,9.0,1.0,4.0,0.234,0.481,0.81,0.0,0.0809,-5.704,0.133,0.328,175.697,Reggaeton
China,Anuel AA,China,301714,False,80,7.0,1.0,4.0,0.0846,0.7859999999999999,0.8079999999999999,0.00028900000000000003,0.0822,-3.702,0.0882,0.609,105.027,Reggaeton
Otro Trago - Remix,Sech,Otro Trago (Remix),287773,True,77,0.0,1.0,4.0,0.0711,0.725,0.79,1.14e-06,0.0602,-2.331,0.197,0.763,175.988,Reggaeton
Señorita,Shawn Mendes,Shawn Mendes (Deluxe),190799,False,82,9.0,0.0,4.0,0.0392,0.759,0.5479999999999999,0.0,0.0828,-6.049,0.029,0.7490000000000001,116.967,Reggaeton
No Me Conoce - Remix,Jhay Cortez,Famouz,309120,False,79,10.0,0.0,4.0,0.145,0.8059999999999999,0.7859999999999999,0.0,0.0935,-3.831,0.0741,0.58,91.973,Reggaeton
Calypso,Luis Fonsi,Calypso,200346,False,63,1.0,0.0,4.0,0.138,0.866,0.8590000000000001,0.0,0.401,-3.087,0.0587,0.923,109.972,Reggaeton
Un Año,Sebastian Yatra,Un Año,164440,False,73,1.0,0.0,4.0,0.14800000000000002,0.7709999999999999,0.382,0.0,0.104,-6.808,0.0514,0.535,94.931,Reggaeton
Rana,Karetta el Gucci,Rana,193567,True,51,9.0,1.0,4.0,0.5820000000000001,0.877,0.813,0.123,0.0983,-4.256,0.17,0.691,113.017,Reggaeton
Tanta Falta,Bryant Myers,Tanta Falta,181093,False,3,7.0,1.0,4.0,0.135,0.856,0.728,1e-06,0.2,-3.497,0.0916,0.797,89.999,Reggaeton
El Farsante,Ozuna,Odisea,233826,False,76,6.0,1.0,4.0,0.2,0.735,0.703,0.0,0.259,-4.249,0.0611,0.32299999999999995,120.007,Reggaeton
Verano Azul,Juan Magán,Verano Azul,190560,False,65,2.0,1.0,4.0,0.0145,0.887,0.87,0.0,0.015,-5.267,0.119,0.838,126.048,Reggaeton
LA CANCIÓN,J Balvin,OASIS,242573,False,84,7.0,1.0,4.0,0.152,0.754,0.6459999999999999,1.85e-05,0.108,-5.795,0.317,0.429,176.08900000000003,Reggaeton
Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,Carte Blanche,185194,False,79,11.0,1.0,4.0,0.278,0.6940000000000001,0.758,1.34e-06,0.102,-2.986,0.218,0.371,192.091,Reggaeton
La Rubia - Remix 2,La Nueva Escuela,La Rubia,210860,False,62,7.0,1.0,4.0,0.319,0.758,0.7170000000000001,6.46e-06,0.378,-4.194,0.131,0.753,109.887,Reggaeton
Rebota - Remix,Guaynaa,Rebota (Remix),262000,True,67,0.0,0.0,4.0,0.205,0.885,0.857,0.0,0.6709999999999999,-2.279,0.204,0.818,90.025,Reggaeton
QUE PRETENDES,J Balvin,OASIS,222346,False,78,10.0,0.0,4.0,0.0275,0.639,0.7909999999999999,0.0,0.362,-4.4430000000000005,0.253,0.939,92.603,Reggaeton
No Te Veo - Remix,Casper Magico,No Te Veo,252440,True,63,1.0,1.0,4.0,0.485,0.861,0.7859999999999999,2.44e-05,0.113,-3.833,0.229,0.778,104.017,Reggaeton
Voy a Beber,Nicky Jam,Nicky Jam Hits,211888,False,59,0.0,1.0,4.0,0.0392,0.763,0.76,0.0,0.133,-4.672,0.0596,0.916,163.96900000000005,Reggaeton
DOLLAR,Becky G,DOLLAR,203486,False,67,2.0,1.0,4.0,0.232,0.862,0.5,0.0,0.657,-6.875,0.276,0.6970000000000001,76.992,Reggaeton
Pobre Diabla,Don Omar,Musica Tropical Para Bailar,254480,False,49,5.0,1.0,4.0,0.43,0.7340000000000001,0.741,0.0194,0.0693,-7.016,0.0627,0.838,92.015,Reggaeton
Colombiana,Chimbala,Colombiana,186801,True,0,4.0,0.0,5.0,0.265,0.56,0.99,0.0,0.154,-2.291,0.265,0.947,152.31,Reggaeton
"Yo x Ti, Tu x Mi",ROSALÍA,"Yo x Ti, Tu x Mi",201040,False,77,1.0,1.0,4.0,0.462,0.78,0.759,0.000868,0.14300000000000002,-3.292,0.225,0.579,91.952,Reggaeton
De Tranquilote,Danny Romero,De Tranquilote,177208,False,64,2.0,1.0,4.0,0.105,0.682,0.669,0.0,0.071,-7.15,0.0951,0.889,79.929,Reggaeton
MOJAITA,J Balvin,Los reyes del Flow,187333,False,12,0.0,1.0,4.0,0.0171,0.45,0.8420000000000001,0.0,0.377,-3.602,0.102,0.885,172.06900000000005,Reggaeton
Virtual Diva,Don Omar,iDon,239493,False,63,8.0,0.0,4.0,0.212,0.785,0.8809999999999999,0.0,0.753,-4.205,0.0505,0.7290000000000001,113.999,Reggaeton
No Te Debí Besar,C. Tangana,No Te Debí Besar,182815,False,69,9.0,0.0,3.0,0.125,0.672,0.684,0.0261,0.183,-5.682,0.316,0.62,75.233,Reggaeton
Pa' Que Retozen,Tego Calderon,El Abayarde,151666,True,72,1.0,0.0,4.0,0.4,0.815,0.856,8.340000000000001e-05,0.244,-3.825,0.122,0.872,91.995,Reggaeton
RITMO (Bad Boys For Life),Black Eyed Peas,RITMO (Bad Boys For Life),221714,True,81,10.0,0.0,4.0,0.0334,0.721,0.716,0.00084,0.237,-7.037000000000001,0.0657,0.667,104.994,Reggaeton
Rueda,Chimbala,Rueda,210528,False,2,9.0,1.0,4.0,0.165,0.888,0.916,4.36e-06,0.0519,-2.196,0.0922,0.96,130.04,Reggaeton
Diabla,Godo,Diabla,171975,False,3,9.0,1.0,4.0,0.0793,0.606,0.504,0.0,0.0876,-9.215,0.0965,0.188,174.06,Reggaeton
Mambo - Remix,JULES,Mambo,172283,False,0,5.0,1.0,4.0,0.0813,0.754,0.521,0.0,0.31,-10.428,0.14400000000000002,0.333,119.903,Reggaeton
Alocao (With Bad Gyal),Omar Montes,Alocao (With Bad Gyal),209320,False,67,11.0,0.0,4.0,0.214,0.6729999999999999,0.752,1.53e-06,0.106,-4.705,0.0567,0.6990000000000001,178.005,Reggaeton
Betoven,WildBoy Cooba,Betoven,174000,False,54,1.0,1.0,5.0,0.162,0.512,0.775,0.0201,0.0825,-4.98,0.151,0.564,152.132,Reggaeton
Adicto (with Anuel AA & Ozuna),Tainy,Adicto (with Anuel AA & Ozuna),270740,False,79,10.0,0.0,4.0,0.017,0.7340000000000001,0.836,1.64e-05,0.179,-4.803,0.0735,0.623,80.002,Reggaeton
Tenemos Que Hablar,Bad Bunny,X 100PRE,224512,True,67,11.0,1.0,4.0,0.146,0.855,0.512,0.0008539999999999999,0.107,-8.165,0.0534,0.14400000000000002,146.075,Reggaeton
Spaceship,Comet Blue,Spaceship,203389,False,44,1.0,1.0,4.0,0.077,0.6759999999999999,0.723,0.00547,0.0865,-7.212999999999999,0.0292,0.624,117.977,Chill
Netzwerk (Falls Like Rain),Klangkarussell,Netzwerk (Deluxe),230093,False,40,7.0,0.0,4.0,0.00456,0.551,0.7140000000000001,0.000128,0.139,-6.185,0.0384,0.231,128.02100000000002,Chill
Dancing Kizomba - Vanrip Remix,Alx Veliz,Dancing Kizomba (The Remixes),209586,False,29,7.0,1.0,4.0,0.414,0.6990000000000001,0.816,0.00589,0.134,-5.306,0.109,0.109,104.975,Chill
Once You Go Up - Original Mix,Nungwi,Once You Go Up,209634,False,0,0.0,0.0,4.0,0.0401,0.713,0.863,0.000118,0.0786,-5.19,0.0385,0.44,114.019,Chill
"September - Throttle x Earth, Wind & Fire",Throttle,"September (Throttle x Earth, Wind & Fire)",256622,False,41,6.0,0.0,4.0,0.0234,0.71,0.893,4.89e-06,0.335,-5.904,0.149,0.458,122.018,Chill
Ragga - Radio Edit,Bolier,Ragga,203000,False,0,0.0,1.0,4.0,0.195,0.807,0.696,0.0253,0.365,-7.7360000000000015,0.0468,0.442,123.002,Chill
Oxas,GAMPER & DADONI,Oxas,301174,False,58,2.0,0.0,4.0,0.0276,0.7559999999999999,0.591,0.391,0.0947,-8.749,0.03,0.481,125.003,Chill
From Me To You - Edit,Yolanda Be Cool,From Me To You,213086,False,0,3.0,1.0,4.0,0.108,0.633,0.956,0.0402,0.0853,-2.26,0.0358,0.596,123.971,Chill
Running Out,Matoma,Running Out,211200,False,56,10.0,1.0,4.0,0.0856,0.601,0.682,0.00384,0.132,-5.905,0.0338,0.17,94.999,Chill
Paris - Lost Frequencies Remix,Antoine Malye,Paris (Lost Frequencies Remix),234826,False,43,6.0,1.0,4.0,0.315,0.735,0.59,0.252,0.0804,-9.238,0.0541,0.129,100.036,Chill
Old Guitar,BUNT.,Old Guitar,208548,False,46,0.0,1.0,4.0,0.0739,0.486,0.8540000000000001,1.07e-05,0.358,-4.859,0.0569,0.469,123.942,Chill
Wherever I Go,Michael Brun,Wherever I Go,214582,False,38,3.0,0.0,4.0,0.495,0.723,0.61,4.13e-06,0.0929,-9.319,0.135,0.415,127.901,Chill
Beat the Sunrise,SNBRN,Beat the Sunrise,172741,False,34,5.0,0.0,4.0,0.0119,0.71,0.8240000000000001,0.0005740000000000001,0.589,-6.001,0.028,0.208,124.0,Chill
Uitzicht,Bakermat,Uitzicht EP,308928,False,0,7.0,1.0,4.0,0.0169,0.807,0.425,0.8909999999999999,0.0614,-8.452,0.0656,0.66,125.987,Chill
Ride,Twenty One Pilots,Blurryface,214506,False,81,6.0,1.0,4.0,0.00835,0.645,0.713,0.0,0.113,-5.355,0.0393,0.5660000000000001,74.98899999999998,Chill
Viva La Vida,Coldplay,Viva La Vida or Death and All His Friends,242373,False,79,5.0,0.0,4.0,0.0954,0.486,0.617,3.23e-06,0.109,-7.115,0.0287,0.417,138.015,Chill
Paradise,Coldplay,Mylo Xyloto,278719,False,80,5.0,1.0,4.0,0.0509,0.449,0.585,8.75e-05,0.0833,-6.761,0.0268,0.212,139.631,Chill
England Skies,Shake Shake Go,England Skies,236634,False,37,10.0,1.0,4.0,0.147,0.568,0.48,2.9e-05,0.0959,-7.126,0.0267,0.254,83.04299999999998,Chill
Catch & Release - Deepend Remix,Matt Simons,Catch & Release (Deepend Remix),195573,False,0,1.0,0.0,4.0,0.488,0.833,0.55,0.00049,0.109,-8.622,0.0451,0.142,105.006,Chill
Hero,Family of the Year,Loma Vista,190280,False,31,5.0,1.0,4.0,0.244,0.344,0.524,1.01e-05,0.109,-5.809,0.0275,0.22,174.38,Chill
The Echo & The Shadow,The Well Pennies,Endlings,228173,False,40,11.0,1.0,4.0,0.199,0.5489999999999999,0.823,0.63,0.121,-9.057,0.0308,0.482,143.029,Chill
We Are Young (feat. Janelle Monáe),fun.,We Are Young (feat. Janelle Monáe),250626,False,60,10.0,1.0,4.0,0.02,0.378,0.638,7.659999999999999e-05,0.0849,-5.5760000000000005,0.075,0.735,184.086,Chill
It's Time,Imagine Dragons,Night Visions (Deluxe),237986,False,0,2.0,1.0,4.0,0.0168,0.657,0.885,0.0,0.147,-4.695,0.0344,0.8690000000000001,105.011,Chill
Like I'm Gonna Lose You (feat. John Legend),Meghan Trainor,Title (Deluxe),225053,False,79,0.0,1.0,3.0,0.4,0.63,0.53,0.0,0.177,-7.258999999999999,0.0434,0.417,108.038,Chill
See You Again (feat. Charlie Puth),Wiz Khalifa,See You Again (feat. Charlie Puth),229525,False,0,10.0,1.0,4.0,0.369,0.6890000000000001,0.481,1.03e-06,0.0649,-7.502999999999999,0.0815,0.28300000000000003,80.025,Chill
Payphone,Boyce Avenue,"New Acoustic Sessions, Vol. 4",218123,False,0,7.0,1.0,4.0,0.213,0.6509999999999999,0.655,0.0,0.134,-5.358,0.0309,0.546,109.933,Chill
Reality - Saxo Summer Mix,Dirk Bergmann,Reality (Saxo Summer Mix),188102,False,0,9.0,1.0,4.0,0.00617,0.778,0.4370000000000001,0.00262,0.0623,-12.43,0.363,0.698,121.981,Chill
Work From Home - Tropical House Mix,Marcus,Work From Home (Tropical House Mix),181787,False,26,8.0,1.0,4.0,0.7829999999999999,0.69,0.767,0.555,0.0839,-5.154,0.0334,0.813,104.93,Chill
Kids Forever,Jared Evan,Kids Forever,237720,False,28,5.0,0.0,4.0,0.0239,0.573,0.787,1.58e-06,0.202,-7.22,0.0687,0.494,99.792,Chill
Beautiful Life,Lost Frequencies,Beautiful Life,161463,False,41,2.0,0.0,4.0,0.127,0.732,0.52,0.0347,0.139,-6.684,0.0376,0.339,119.979,Chill
Clocks,Coldplay,A Rush of Blood to the Head,307879,False,77,5.0,0.0,4.0,0.599,0.5770000000000001,0.7490000000000001,0.0115,0.183,-7.215,0.0279,0.255,130.97,Chill
Help Our Souls (Urban Contact Radio Edit),NIHILS,Help Our Souls (Urban Contact Radio Edit),198487,False,0,7.0,1.0,4.0,0.0562,0.693,0.8759999999999999,0.0,0.109,-4.646,0.226,0.598,120.071,Chill
Sky,Hannes Gotschy,Sky,225258,False,0,2.0,1.0,4.0,0.371,0.674,0.774,0.121,0.772,-5.9910000000000005,0.0988,0.505,130.053,Chill
Lose Control,Codio,Lose Control,288911,False,18,6.0,0.0,4.0,0.0144,0.7809999999999999,0.758,0.00139,0.584,-4.6960000000000015,0.0734,0.616,117.962,Chill
Grenade,Bruno Mars,The Grenade Sessions,223253,False,46,2.0,0.0,4.0,0.146,0.706,0.5579999999999999,0.0,0.118,-7.237,0.0593,0.227,110.443,Chill
Best Day Of My Life,American Authors,"Oh, What A Life",194240,False,1,2.0,1.0,4.0,0.0625,0.67,0.905,0.000151,0.0577,-2.385,0.0339,0.516,100.021,Chill
Do Or Die,Thirty Seconds To Mars,LOVE LUST FAITH + DREAMS,247813,False,0,2.0,1.0,4.0,0.002,0.516,0.8320000000000001,1.18e-06,0.127,-5.4689999999999985,0.0594,0.42,135.069,Chill
One Step Ahead - Extended Mix,Charming Horses,One Step Ahead,301293,False,10,11.0,0.0,4.0,0.0142,0.8029999999999999,0.902,0.231,0.15,-6.1110000000000015,0.0451,0.6559999999999999,122.004,Chill
Jubel - Original Mix,Klingande,Jubel,284373,False,46,0.0,1.0,4.0,0.198,0.6990000000000001,0.472,0.182,0.087,-7.513,0.0414,0.194,124.989,Chill
Reality,Lost Frequencies,Less Is More,158474,False,52,9.0,1.0,4.0,0.0206,0.731,0.639,1.29e-05,0.0789,-6.597,0.0359,0.527,122.08,Chill
Pompeii,Bastille,All This Bad Blood,214147,False,2,9.0,1.0,4.0,0.07400000000000001,0.682,0.7140000000000001,0.0,0.278,-6.306,0.0399,0.581,127.443,Chill
Safe And Sound,Capital Cities,In A Tidal Wave Of Mystery (Deluxe Edition),192789,False,0,0.0,1.0,5.0,0.00021,0.653,0.8220000000000001,0.0047,0.0838,-4.857,0.033,0.762,117.949,Chill
Heroes (we could be),Alesso,Heroes (we could be),209866,False,0,5.0,1.0,4.0,0.031,0.516,0.7490000000000001,0.0,0.205,-4.091,0.0692,0.35600000000000004,125.92,Chill
We Are One - Deep Chill Version,DJ Assad and Greg Parys,We Are One (Remixes),230476,False,0,9.0,1.0,4.0,0.087,0.7490000000000001,0.764,0.049,0.108,-6.4860000000000015,0.0289,0.634,126.054,Chill
Stolen Dance,Milky Chance,Sadnecessary,315693,False,0,11.0,1.0,4.0,0.411,0.879,0.5660000000000001,0.000128,0.0794,-8.789,0.0364,0.6729999999999999,114.006,Chill
The Scientist,Coldplay,A Rush of Blood to the Head,309600,False,84,5.0,1.0,4.0,0.731,0.557,0.442,1.46e-05,0.11,-7.224,0.0243,0.213,146.27700000000004,Chill
A Sky Full of Stars,Coldplay,Ghost Stories,267866,False,78,6.0,1.0,4.0,0.00617,0.545,0.675,0.00197,0.209,-6.474,0.0279,0.162,124.97,Chill
Hymn for the Weekend,Coldplay,A Head Full of Dreams,258266,False,78,0.0,0.0,4.0,0.211,0.491,0.693,6.92e-06,0.325,-6.487,0.0377,0.412,90.027,Chill
I Took a Pill in Ibiza - BBop and Roksteadi Radio Remix,Joe Piza,I Took a Pill in Ibiza,205739,False,22,10.0,1.0,4.0,0.0491,0.5870000000000001,0.926,0.000204,0.319,-4.051,0.0377,0.509,125.998,Chill
